sampleid	Taxon	Superkingdom	Phyllum	Class	Order	Family	Genus	Species
G000010165	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Brevibacillales; f__Brevibacillaceae; g__Brevibacillus; s__Brevibacillus brevis_D"	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	Brevibacillus brevis_D
G000010185	"d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae; g__Finegoldia; s__Finegoldia magna_H"	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna_H
G000010205	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Orientia; s__Orientia tsutsugamushi"	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
G000010285	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__Kocuria rhizophila_A"	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria rhizophila_A
G000010305	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__Gemmatimonas aurantiaca"	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca
G000010325	"d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Nitratiruptoraceae; g__YY08-10; s__YY08-10 sp000010325"	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Nitratiruptoraceae	YY08-10	YY08-10 sp000010325
G000010345	"d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurovaceae; g__Sulfurovum; s__Sulfurovum sp000010345"	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	Sulfurovum sp000010345
G000010405	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__PS1; f__Thioglobaceae; g__Vesicomyosocius; s__Vesicomyosocius okutanii"	Bacteria	Proteobacteria	Gammaproteobacteria	PS1	Thioglobaceae	Vesicomyosocius	Vesicomyosocius okutanii
G000010425	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium adolescentis"	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis
G000010505	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas gingivalis"	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis
G000010525	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Azorhizobium; s__Azorhizobium caulinodans"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	Azorhizobium caulinodans
G000010565	"d__Bacteria; p__Firmicutes_B; c__Desulfotomaculia; o__Desulfotomaculales; f__Pelotomaculaceae; g__Pelotomaculum; s__Pelotomaculum thermopropionicum"	Bacteria	Firmicutes_B	Desulfotomaculia	Desulfotomaculales	Pelotomaculaceae	Pelotomaculum	Pelotomaculum thermopropionicum
G000010585	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Macrococcus_B; s__Macrococcus_B caseolyticus"	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus_B	Macrococcus_B caseolyticus
G000010605	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces griseus"	Bacteria	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseus
G000010625	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcystaceae; g__Microcystis; s__Microcystis aeruginosa"	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Microcystis	Microcystis aeruginosa
G000010645	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Azobacteroidaceae; g__Azobacteroides; s__Azobacteroides pseudotrichonymphae_B"	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Azobacteroidaceae	Azobacteroides	Azobacteroides pseudotrichonymphae_B
G000010665	"d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Solidesulfovibrio; s__Solidesulfovibrio magneticus"	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Solidesulfovibrio magneticus
G000010785	"d__Bacteria; p__Aquificota; c__Aquificae; o__Aquificales; f__Aquificaceae; g__Hydrogenobacter; s__Hydrogenobacter thermophilus"	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
G000010825	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acetobacter; s__Acetobacter pasteurianus"	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus
G000010985	"d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Deferribacter; s__Deferribacter desulfuricans"	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	Deferribacter desulfuricans
G000011005	"d__Archaea; p__Halobacteriota; c__Methanocellia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__Methanocella paludicola"	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	Methanocella paludicola
G000011025	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Rothia; s__Rothia sp001808955"	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia sp001808955
G000011065	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides thetaiotaomicron"	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
G000011105	"d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Pyrococcus; s__Pyrococcus horikoshii"	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus horikoshii
G000011125	"d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Acidilobaceae; g__Aeropyrum; s__Aeropyrum pernix"	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Acidilobaceae	Aeropyrum	Aeropyrum pernix
G000011165	"d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Chlamydiaceae; g__Chlamydophila; s__Chlamydophila pneumoniae"	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydophila	Chlamydophila pneumoniae
G000011185	"d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Thermoplasmatales; f__Thermoplasmataceae; g__Thermoplasma; s__Thermoplasma volcanium"	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma volcanium
G000011205	"d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Sulfurisphaera; s__Sulfurisphaera tokodaii"	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Sulfurisphaera	Sulfurisphaera tokodaii
G000011225	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmoidaceae; g__Malacoplasma; s__Malacoplasma penetrans"	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Malacoplasma	Malacoplasma penetrans
G000011245	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales_D; f__Amphibacillaceae; g__Oceanobacillus; s__Oceanobacillus iheyensis"	Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Oceanobacillus	Oceanobacillus iheyensis
G000011305	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium efficiens"	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium efficiens
G000011345	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales; f__Thermosynechococcaceae; g__Thermosynechococcus; s__Thermosynechococcus elongatus_A"	Bacteria	Cyanobacteria	Cyanobacteriia	Thermosynechococcales	Thermosynechococcaceae	Thermosynechococcus	Thermosynechococcus elongatus_A
G000011365	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Bradyrhizobium; s__Bradyrhizobium diazoefficiens"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium diazoefficiens
G000011385	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Gloeobacterales; f__Gloeobacteraceae; g__Gloeobacter; s__Gloeobacter violaceus"	Bacteria	Cyanobacteria	Cyanobacteriia	Gloeobacterales	Gloeobacteraceae	Gloeobacter	Gloeobacter violaceus
G000011405	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Francisellales; f__Francisellaceae; g__Francisella; s__Francisella tularensis"	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella	Francisella tularensis
G000011465	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_A; s__Prochlorococcus_A pastoris"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_A	Prochlorococcus_A pastoris
G000011485	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_C; s__Prochlorococcus_C marinus_B"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_C	Prochlorococcus_C marinus_B
G000011545	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__Burkholderia mallei"	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei
G000011565	"d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__Protochlamydia; s__Protochlamydia amoebophila"	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Protochlamydia	Protochlamydia amoebophila
G000011645	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus licheniformis"	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
G000011685	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Gluconobacter; s__Gluconobacter oxydans"	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter	Gluconobacter oxydans
G000011705	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__Burkholderia mallei"	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei
G000011745	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A; f__Enterobacteriaceae_A; g__Blochmannia; s__Blochmannia pennsylvanicus_A"	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A	Enterobacteriaceae_A	Blochmannia	Blochmannia pennsylvanicus_A
G000011805	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Aliivibrio; s__Aliivibrio fischeri"	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri
G000011905	"d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Dehalococcoidales; f__Dehalococcoidaceae; g__Dehalococcoides; s__Dehalococcoides mccartyi"	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
G000011945	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Anaplasma; s__Anaplasma marginale"	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale
G000011965	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria_B; s__Ruegeria_B pomeroyi"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria_B	Ruegeria_B pomeroyi
G000011985	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus acidophilus"	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
G000012005	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia; s__Escherichia coli"	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
G000012065	"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Borreliales; f__Borreliaceae; g__Borrelia; s__Borrelia hermsii"	Bacteria	Spirochaetota	Spirochaetia	Borreliales	Borreliaceae	Borrelia	Borrelia hermsii
G000012085	"d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Borreliales; f__Borreliaceae; g__Borrelia; s__Borrelia turicatae"	Bacteria	Spirochaetota	Spirochaetia	Borreliales	Borreliaceae	Borrelia	Borrelia turicatae
G000012145	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia felis"	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia felis
G000012225	"d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Phytoplasma; s__Phytoplasma sp000012225"	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Phytoplasma	Phytoplasma sp000012225
G000012245	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas_E; s__Pseudomonas_E syringae_M"	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E syringae_M
G000012285	"d__Archaea; p__Thermoproteota; c__Thermoproteia; o__Sulfolobales; f__Sulfolobaceae; g__Sulfolobus; s__Sulfolobus acidocaldarius"	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius
G000012305	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter arcticus"	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus
G000012325	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae; g__Colwellia; s__Colwellia psychrerythraea_A"	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Colwellia	Colwellia psychrerythraea_A
G000012345	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Pelagibacter; s__Pelagibacter ubique"	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
G000012385	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Rickettsia; s__Rickettsia bellii"	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia bellii
G000012405	"d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptosporangiales; f__Streptosporangiaceae; g__Thermobifida; s__Thermobifida fusca"	Bacteria	Actinobacteriota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermobifida	Thermobifida fusca
G000012425	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azonexus; s__Azonexus aromaticus_A"	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	Azonexus aromaticus_A
G000012465	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_B; s__Prochlorococcus_B marinus_B"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_B	Prochlorococcus_B marinus_B
G000012485	"d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium; s__Chlorobium luteolum"	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
G000012505	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_E; s__Synechococcus_E sp000012505"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_E	Synechococcus_E sp000012505
G000012525	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__Synechococcus elongatus"	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus
G000012545	"d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera; s__Methanosphaera stadtmanae"	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae
G000012565	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Ehrlichia; s__Ehrlichia canis"	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia canis
G000012585	"d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae; g__Chlorobium; s__Chlorobium chlorochromatii"	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium chlorochromatii
G000012605	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thiomicrospiraceae; g__Hydrogenovibrio; s__Hydrogenovibrio crunogenus_A"	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Hydrogenovibrio	Hydrogenovibrio crunogenus_A
G000012645	"d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_A; s__Prochlorococcus_A marinus_L"	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Prochlorococcus_A	Prochlorococcus_A marinus_L
G000012665	"d__Bacteria; p__Desulfobacterota_I; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Oleidesulfovibrio; s__Oleidesulfovibrio alaskensis"	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Oleidesulfovibrio	Oleidesulfovibrio alaskensis
G000012685	"d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Myxococcus; s__Myxococcus xanthus"	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
G000012725	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Nitrobacter; s__Nitrobacter winogradskyi"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter	Nitrobacter winogradskyi
G000012745	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Thiobacillaceae; g__Thiobacillus; s__Thiobacillus denitrificans_B"	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Thiobacillaceae	Thiobacillus	Thiobacillus denitrificans_B
G000012805	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae; g__Nitrosococcus; s__Nitrosococcus oceani"	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Nitrosococcus	Nitrosococcus oceani
G000012825	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola vulgatus"	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
G000012845	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__Parabacteroides distasonis"	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis
G000012865	"d__Bacteria; p__Firmicutes_B; c__Z-2901; o__Carboxydothermales; f__Carboxydothermaceae; g__Carboxydothermus; s__Carboxydothermus hydrogenoformans"	Bacteria	Firmicutes_B	Z-2901	Carboxydothermales	Carboxydothermaceae	Carboxydothermus	Carboxydothermus hydrogenoformans
G000012885	"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadales; f__Syntrophotaleaceae; g__Syntrophotalea; s__Syntrophotalea carbinolica"	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Syntrophotaleaceae	Syntrophotalea	Syntrophotalea carbinolica
G000012905	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Cereibacter_A; s__Cereibacter_A sphaeroides"	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cereibacter_A	Cereibacter_A sphaeroides
